name,type,city,country,href,rating,ratings,tags,cost,Bold,Tannic,Sweet,Acidic,blackcurrant,cassis,blackberry,black fruit,plum,dark fruit,oak,cedar,tobacco,vanilla,chocolate,cigar box,leather,earthy,smoke,graphite,forest floor,mushroom,butter,black cherry,blueberry,minerals,tar,cocoa,coffee,jam,honey,ash,mulberry,nutmeg,cola,cigar,mint,pepper,licorice,rosemary,balsamic,clove,cherry,strawberry,red fruit,raspberry,red cherry,red plum,caramel,truffle,dark chocolate,sandalwood,tobacco leaf,underbrush,eucalyptus,cinnamon,menthol,pencil shavings,bilberry,game,roasted meat,white pepper,savory,pomegranate,cranberry,fresh strawberry,coconut,sour cherry,tree bark,red currant,mocha,baking spice,black raspberry,morello cherry,stone,slate,dried leaves,dried herbs,sage,sweet tobacco,new leather,wild strawberry,ginger,pencil lead,grilled meat,black plum,wax,anise,bay leaf,black licorice,iron,charcoal,musk,aniseed,bramble,salt,espresso,juniper berry,ripe blackberry,blackcurrant jam,blackberry jam,cured meat,cherry cola,ripe strawberry,boysenberry,chalk,toffee,coriander,red-berry jam,blackberry sauce,star anise,green apple,white cherry,incense,milk chocolate,pipe tobacco,butterscotch,gun smoke,beeswax,raisin,dried fruit,fig,prune,dried blueberry,black raisin,black olive,dried strawberry,watermelon,crushed rocks,barbecue meat,bing cherry,ground coffee,thyme,red licorice,fennel,cracked pepper,berry jam,dill,allspice,saline,crushed gravel,cherry syrup,cherry cough syrup,cream,chutney,rubber,kerosene,jalapeno,maraschino cherry,baking chocolate,camphor,potting soil,flint,acai berry,pastry,citrus,grapefruit,lemon peel,orange peel,brown bread,vanilla bean,oregano,green herbs,banana,cheese,yeast,yogurt,parmesan cheese,fruit punch,green peppercorn,juniper,sour plum,petroleum,nutty,plastic,wet gravel,clay pot,walnut,oil,cocoa nib,dried apricot,peach,pink peppercorn,wood smoke,apricot,apple,pear,nectarine,lemon,lime,lemon zest,orange,melon,tropical,pineapple,mango,bubblegum,lemon curd,honeycomb,tangerine,macadamia nut,pink grapefruit,passion fruit,lychee,kiwi,stone fruit,lime peel,white peach,guava,marmalade,yellow apple,quince,lime zest,lanolin,yellow plum,creme brulee,white nectarine,starfruit,orange zest,grass,gooseberry,asparagus,straw,bell pepper,fresh-cut grass,papaya,green bell pepper,hay,tomato leaf,tomato,honeydew melon,mandarin orange,baked apple,fruit cup,wet slate,pomello,beef broth,lemon pith,toasted bread,meyer lemon,buttered popcorn,elderflower,jasmine,lavender,perfume,orange blossom,honeysuckle,blood orange,citrus zest,grapefruit pith,preserved lemon,cheesy,toast,burnt caramel,hazelnut,green mango,rose water,green papaya,green pineapple,cantaloupe,Black Fruit,Oaky,Earthy,Spices,Red Fruit,Tree Fruit,Dried Fruit,Microbio,Citrus,Ageing,Tropical,Vegetal,Floral,Grapes,Region,Wine style,Alcohol,imgurl
Amici Cabernet Sauvignon 2010,Red,Napa Valley,United States,https://www.vivino.com/amici-cellars-cabernet-sauvignon/w/1107951?year=2010&price_id=25130617,4.0,435,"['United States', 'Napa Valley', 'Amici', 'Red wine', 'Cabernet Sauvignon']",200000,84.9759,51.0339,6.88898,53.0542,50,0,116,83,142,61,322,30,118,247,78,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,177,27,95,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491,817,0,0,373,0,0,0,0,0,0,0,0,['Cabernet Sauvignon'],Napa Valley,Napa Valley Cabernet Sauvignon,0,https://images.vivino.com/thumbs/uNizkHVUT4GBmUkkjqtGmA_pb_x600.png
Roberto Sarotto Barolo 2013,Red,Barolo,Italy,https://www.vivino.com/roberto-sarotto-barolo/w/3156614?year=2013&price_id=23630014,4.0,385,"['Italy', 'Barolo', 'Roberto Sarotto', 'Red wine', 'Nebbiolo']",59000,63.2356,73.3814,7.18763,78.7773,0,0,110,41,67,78,78,0,31,66,92,0,0,0,0,0,0,0,0,19,35,0,0,0,0,0,0,0,0,0,0,0,0,88,38,0,0,11,0,0,0,0,0,0,13,0,0,0,0,0,0,9,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,291,0,161,0,0,0,0,0,0,0,0,0,['Nebbiolo'],Barolo,Italian Barolo,0,https://images.vivino.com/thumbs/6dwQ0QosQY25QzaQZoRySQ_pb_x600.png
Château Bellevue Figeac Saint-_milion Grand Cru 2015,Red,Saint-_milion Grand Cru,France,https://www.vivino.com/chateau-bellevue-saint-emilion-grand-cru/w/1181666?year=2015&price_id=23465995,4.0,357,"['France', 'Saint-_milion Grand Cru', 'Château Bellevue Figeac', 'Red wine', 'Blend']",160000,70.8369,,52.4121,6.3525,0,0,110,41,67,78,78,0,31,66,92,0,0,0,0,0,0,0,0,19,35,0,0,0,0,0,0,0,0,0,0,0,0,88,38,0,0,11,0,0,0,0,0,0,13,0,0,0,0,0,0,9,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,291,0,161,0,0,0,0,0,0,0,0,0,"['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot']",Saint-Émilion Grand Cru,Bordeaux Saint-Émilion,0,https://images.vivino.com/thumbs/HvCQg1g2QbeRprGhPOGhCw_pb_x600.png
Domaine Lafage Authentique Côtes du Roussillon Rouge 2019,Red,Côtes du Roussillon,France,https://www.vivino.com/domaine-lafage-authentique-cotes-du-roussillon-rouge/w/1735610?year=2019&price_id=24530398,4.0,330,"['France', 'Côtes du Roussillon', 'Domaine Lafage', 'Red wine', 'Blend']",35000,62.4573,53.5849,6.35634,59.1162,0,0,113,23,122,55,251,21,45,129,89,0,0,0,0,0,0,0,0,37,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,20,26,52,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,553,0,0,281,0,0,0,0,0,0,0,0,"['Shiraz/Syrah', 'Grenache', 'Carignan']",Côtes du Roussillon,Languedoc-Roussillon Red,14,https://images.vivino.com/thumbs/w6YHH7HFRk-ZV6nKzfkq2w_pb_x600.png
Renacer Enamore 2008,Red,Mendoza,Argentina,https://www.vivino.com/renacer-enamore/w/86842?year=2008&price_id=2754535,4.0,322,"['Argentina', 'Mendoza', 'Renacer', 'Red wine', 'Blend']",62092,,,,,6,8,15,6,9,0,39,11,16,9,4,0,11,19,7,0,2,2,0,19,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,83,44,0,0,0,0,0,0,0,0,0,0,"['Cabernet Sauvignon', 'Cabernet Franc', 'Malbec', 'Bonarda', 'Shiraz/Syrah']",Mendoza,Argentinian Malbec Red Blend,0,https://images.vivino.com/thumbs/bboPM7mNSlSHiBbGQnts8w_pb_x600.png
Château Bellevue Figeac Saint-_milion Grand Cru 2017,Red,Saint-_milion Grand Cru,France,https://www.vivino.com/chateau-bellevue-saint-emilion-grand-cru/w/1181666?year=2017&price_id=23465996,4.0,319,"['France', 'Saint-_milion Grand Cru', 'Château Bellevue Figeac', 'Red wine', 'Blend']",160000,70.8369,52.4121,6.3525,52.1306,51,52,235,109,171,0,196,0,87,63,92,0,105,81,45,0,0,14,0,0,54,13,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,672,520,270,0,0,0,0,0,0,0,0,0,0,"['85% Merlot', '10% Cabernet Franc', '5% Cabernet Sauvignon']",Saint-Émilion Grand Cru,Bordeaux Saint-Émilion,14,https://images.vivino.com/thumbs/WZzlp4AEQUG6YoZ_nxE9mQ_pb_x600.png
Marqués de Murrieta Reserva Rioja (Finca Ygay) 2001,Red,Rioja,Spain,https://www.vivino.com/marques-de-murrieta-reserva-rioja-finca-ygay/w/10998?year=2001&price_id=2894970,4.0,313,"['Spain', 'Rioja', 'Marqués de Murrieta', 'Red wine', 'Tempranillo']",55669,63.8904,59.3754,9.29889,60.1712,60,0,175,83,223,101,593,88,252,398,122,0,329,141,130,0,0,35,0,82,0,0,0,26,66,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,724,1519,692,0,0,0,0,0,0,0,0,0,0,['Tempranillo'],Rioja,Spanish Rioja Red,0,https://images.vivino.com/thumbs/dHMyNYCFQ82jPhgGiQkyow_pb_x600.png
Kendall-Jackson Grand Reserve Cabernet Sauvignon 2009,Red,Sonoma County,United States,https://www.vivino.com/kendall-jackson-grand-reserve-cabernet-sauvignon/w/2130?year=2009&price_id=23467485,4.0,310,"['United States', 'Sonoma County', 'Kendall-Jackson', 'Red wine', 'Blend']",176000,85.0,53.3434,5.61595,43.5499,0,0,88,25,83,68,266,0,33,281,241,0,0,0,0,0,0,0,0,121,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,71,55,94,30,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435,886,0,0,556,0,0,0,0,0,0,0,0,"['Merlot', 'Cabernet Sauvignon', 'Cabernet Franc', 'Petit Verdot']",Sonoma County,Californian Cabernet Sauvignon,0,https://images.vivino.com/thumbs/y35eEPuaQJuA0Ly5A3OMrw_pb_x600.png
Penfolds Bin 8 Cabernet - Shiraz 2003,Red,South Australia,Australia,https://www.vivino.com/penfolds-bin-8-cabernet-shiraz/w/1251?year=2003&price_id=14540977,4.0,264,"['Australia', 'South Australia', 'Penfolds', 'Red wine', 'Blend']",42394,85.0,47.289,10.1813,43.5111,0,0,0,0,0,0,332,17,243,137,61,0,367,208,51,0,0,61,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,491,320,226,119,46,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,811,814,0,1235,0,0,0,0,0,0,0,0,"['Shiraz/Syrah', 'Cabernet Sauvignon']",South Australia,Australian Cabernet - Shiraz,0,https://images.vivino.com/thumbs/lIa2xHnmT9KEUYl0MFvAuQ_pb_x600.png
Wente Vineyards Riva Ranch Pinot Noir 2016,Red,Arroyo Seco,United States,https://www.vivino.com/wente-vineyards-riva-ranch-pinot-noir-arroyo-seco-red-wine/w/4426980?year=2016&price_id=21653540,4.0,258,"['United States', 'Arroyo Seco', 'Wente Vineyards', 'Red wine', 'Pinot Noir']",70657,44.3437,21.188,8.13403,53.7803,0,0,0,0,0,0,90,9,18,31,0,0,29,92,62,0,22,39,0,0,0,43,0,0,0,0,0,0,0,10,9,0,0,0,0,0,0,0,138,82,88,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,287,0,409,0,0,0,0,0,0,0,0,['100% Pinot Noir'],Arroyo Seco,Californian Pinot Noir,14.5,https://images.vivino.com/thumbs/0jkQEkP-QW6Fr6uRfopMXQ_pb_x600.png
Hardys HRB Cabernet Sauvignon 2016,Red,Coonawarra,Australia,https://www.vivino.com/hardys-south-australia-hrb-cabernet-sauvignon/w/1131003?year=2016&price_id=25130555,4.0,249,"['Australia', 'Coonawarra', 'Hardys', 'Red wine', 'Cabernet Sauvignon']",90000,69.361,54.0722,7.04055,51.4687,0,0,0,0,0,0,77,0,23,73,16,0,37,52,43,0,6,9,0,0,0,10,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,163,81,61,83,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,157,0,405,0,0,0,0,0,0,0,0,['100% Cabernet Sauvignon'],Coonawarra,Australian Cabernet Sauvignon,0,https://images.vivino.com/thumbs/arDXP6bFReOBGH6UUKuR3g_pb_x600.png
Maset del Lleó Reserva Syrah 2014,Red,Catalunya,Spain,https://www.vivino.com/maset-del-lleo-reserva-syrah/w/1235504?year=2014&price_id=23466062,4.0,239,"['Spain', 'Catalunya', 'Maset del Lleó', 'Red wine', 'Shiraz/Syrah']",90000,65.5098,57.9745,2.89642,46.3042,0,0,0,0,0,0,90,9,18,31,0,0,29,92,62,0,22,39,0,0,0,43,0,0,0,0,0,0,0,10,9,0,0,0,0,0,0,0,138,82,88,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,287,0,409,0,0,0,0,0,0,0,0,['Shiraz/Syrah'],Catalunya,Spanish Syrah,0,https://images.vivino.com/thumbs/bRwqjDu_SKib4sVsMCk8yw_150x200.jpg
Gergenti Il Vero Siciliano 2016,Red,Sicilia,Italy,https://www.vivino.com/gergenti-il-vero-siciliano/w/6795113?year=2016&price_id=23466036,4.0,238,"['Italy', 'Sicilia', 'Gergenti', 'Red wine', 'Blend']",100000,77.8579,36.6541,42.449,27.8432,0,0,0,0,0,0,332,17,243,137,61,0,367,208,51,0,0,61,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,491,320,226,119,46,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,811,814,0,1235,0,0,0,0,0,0,0,0,"[""Nero d'Avola"", 'Frappato', 'Nerello Mascalese']",Sicilia,Southern Italy Red,0,https://images.vivino.com/thumbs/e57NYl5MSzaA15a2FguYSA_pb_x600.png
Clay Creek Vineyards Red Blend 2018,Red,Lodi,United States,https://www.vivino.com/clay-creek-vineyards-red-blend/w/7902910?year=2018&price_id=29506032,4.0,231,"['United States', 'Lodi', 'Clay Creek Vineyards', 'Red wine', '']",50000,85.0,51.1275,6.0766,59.8883,0,0,665,180,398,342,1k,0,705,313,787,0,413,307,202,0,0,23,0,168,134,34,0,81,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1887,2986,1060,0,0,0,0,0,0,0,0,0,0,['Lodi'],Californian Red Blend,0,0,https://images.vivino.com/thumbs/f58DNxkYQOGB1WnobdbJ2Q_pb_x600.png
Matías Riccitelli The Party Malbec 2019,Red,Uco Valley,Argentina,https://www.vivino.com/riccitelli-the-party-malbec/w/6913498?year=2019&price_id=24530253,4.0,229,"['Argentina', 'Uco Valley', 'Matías Riccitelli', 'Red wine', 'Malbec']",50000,57.3436,29.7238,23.1348,43.1,49,48,263,0,157,128,317,70,65,229,158,0,123,68,40,11,0,8,0,56,0,0,0,24,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,701,879,274,0,0,0,0,0,0,0,0,0,0,['100% Malbec'],Uco Valley,Argentinian Malbec,0,https://images.vivino.com/thumbs/5iARHgsbQPa8rwD8GSWtuQ_pb_x600.png
Martin Ray Napa Valley Cabernet Sauvignon 2015,Red,Napa Valley,United States,https://www.vivino.com/martin-ray-napa-valley-cabernet-sauvignon/w/1115609?year=2015&price_id=25660915,4.0,222,"['United States', 'Napa Valley', 'Martin Ray', 'Red wine', 'Cabernet Sauvignon']",60000,82.654,52.152,6.51477,52.8107,0,0,0,0,0,0,49,5,24,18,12,0,31,12,0,0,5,10,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,49,6,19,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,69,0,94,0,0,0,0,0,0,0,0,['100% Cabernet Sauvignon'],Napa Valley,Napa Valley Cabernet Sauvignon,0,https://images.vivino.com/thumbs/o3kn5qVdS5WbmU28IsRBAw_pb_x600.png
