name,type,city,country,href,rating,ratings,tags,cost,Bold,Tannic,Sweet,Acidic,blackcurrant,cassis,blackberry,black fruit,plum,dark fruit,oak,cedar,tobacco,vanilla,chocolate,cigar box,leather,earthy,smoke,graphite,forest floor,mushroom,butter,black cherry,blueberry,minerals,tar,cocoa,coffee,jam,honey,ash,mulberry,nutmeg,cola,cigar,mint,pepper,licorice,rosemary,balsamic,clove,cherry,strawberry,red fruit,raspberry,red cherry,red plum,caramel,truffle,dark chocolate,sandalwood,tobacco leaf,underbrush,eucalyptus,cinnamon,menthol,pencil shavings,bilberry,game,roasted meat,white pepper,savory,pomegranate,cranberry,fresh strawberry,coconut,sour cherry,tree bark,red currant,mocha,baking spice,black raspberry,morello cherry,stone,slate,dried leaves,dried herbs,sage,sweet tobacco,new leather,wild strawberry,ginger,pencil lead,grilled meat,black plum,wax,anise,bay leaf,black licorice,iron,charcoal,musk,aniseed,bramble,salt,espresso,juniper berry,ripe blackberry,blackcurrant jam,blackberry jam,cured meat,cherry cola,ripe strawberry,boysenberry,chalk,toffee,coriander,red-berry jam,blackberry sauce,star anise,green apple,white cherry,incense,milk chocolate,pipe tobacco,butterscotch,gun smoke,beeswax,raisin,dried fruit,fig,prune,dried blueberry,black raisin,black olive,dried strawberry,watermelon,crushed rocks,barbecue meat,bing cherry,ground coffee,thyme,red licorice,fennel,cracked pepper,berry jam,dill,allspice,saline,crushed gravel,cherry syrup,cherry cough syrup,cream,chutney,rubber,kerosene,jalapeno,maraschino cherry,baking chocolate,camphor,potting soil,flint,acai berry,pastry,citrus,grapefruit,lemon peel,orange peel,brown bread,vanilla bean,oregano,green herbs,banana,cheese,yeast,yogurt,parmesan cheese,fruit punch,green peppercorn,juniper,sour plum,petroleum,nutty,plastic,wet gravel,clay pot,walnut,oil,cocoa nib,dried apricot,peach,pink peppercorn,wood smoke,apricot,apple,pear,nectarine,lemon,lime,lemon zest,orange,melon,tropical,pineapple,mango,bubblegum,lemon curd,honeycomb,tangerine,macadamia nut,pink grapefruit,passion fruit,lychee,kiwi,stone fruit,lime peel,white peach,guava,marmalade,yellow apple,quince,lime zest,lanolin,yellow plum,creme brulee,white nectarine,starfruit,orange zest,grass,gooseberry,asparagus,straw,bell pepper,fresh-cut grass,papaya,green bell pepper,hay,tomato leaf,tomato,honeydew melon,mandarin orange,baked apple,fruit cup,wet slate,pomello,beef broth,lemon pith,toasted bread,meyer lemon,buttered popcorn,elderflower,jasmine,lavender,perfume,orange blossom,honeysuckle,blood orange,citrus zest,grapefruit pith,preserved lemon,cheesy,toast,burnt caramel,hazelnut,green mango,rose water,green papaya,green pineapple,cantaloupe,Black Fruit,Oaky,Earthy,Spices,Red Fruit,Tree Fruit,Dried Fruit,Microbio,Citrus,Ageing,Tropical,Vegetal,Floral,Grapes,Region,Wine style,Alcohol,imgurl
Jean-Marc Brocard Chablis Sainte Claire Vieilles Vignes 2013,White,Chablis,France,https://www.vivino.com/jean-marc-brocard-chablis-sainte-claire-vieilles-vignes/w/1374713?year=2013&price_id=7944083,3.9,278,"['France', 'Chablis', 'Jean-Marc Brocard', 'White wine', 'Chardonnay']",59951,42.8167,,2.51133,68.7632,0,0,0,0,0,0,84,0,0,32,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,21,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,18,25,17,0,34,19,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,0,0,130,0,0,138,0,0,0,0,['Chardonnay'],Chablis,Burgundy Chablis,0,https://images.vivino.com/thumbs/4oeeGlgXT9Gxs0ktG3bkug_pb_x600.png
Blue Nun Gewürztraminer 2018,White,Rheinhessen,Germany,https://www.vivino.com/blue-nun-mosel-saar-ruwer-gewurztraminer/w/1247743?year=2018&price_id=32072761,3.9,197,"['Germany', 'Rheinhessen', 'Blue Nun', 'White wine', 'Gewürztraminer']",25693,63.2115,,54.7589,21.5112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,14,18,0,5,10,2,0,6,7,6,12,0,0,0,2,0,0,4,18,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,43,0,49,0,0,['Gewürztraminer'],Rheinhessen,German Gewürztraminer,0,https://images.vivino.com/thumbs/5ENvfTWOSDamq4SFpZr20g_pb_x600.png
Matías Riccitelli Blanco de La Casa 2017,White,La Consulta,Argentina,https://www.vivino.com/riccitelli-blanco-de-la-casa-la-consulta/w/6467417?year=2017&price_id=27838833,3.9,181,"['Argentina', 'La Consulta', 'Matías Riccitelli', 'White wine', 'Sauvignon Blanc']",70000,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,4,3,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,0,0,11,0,0,0,0,['100% Sauvignon Blanc'],La Consulta,Argentinian White,12.5,https://images.vivino.com/thumbs/pUTwKHN0SGaME9k1ayy3Wg_pb_x600.png
Lindeman's Bin 90 Moscato 2018,White,South Eastern Australia,Australia,https://www.vivino.com/lindemans-bin-90-moscato/w/1118675?year=2018&price_id=21493712,3.9,162,"['Australia', 'South Eastern Australia', ""Lindeman's"", 'White wine', 'Muscat Blanc à Petits Grains']",30000,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,30,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,2,3,3,0,20,23,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,27,0,0,93,0,0,0,0,['Muscat Blanc à Petits Grains'],South Eastern Australia,0,0,https://images.vivino.com/thumbs/-Ps3DaUzTeCF_cxAu55XkA_pb_x600.png
Ippolito 1845 Pecorello 2017,White,Calabria,Italy,https://www.vivino.com/ippolito-pecorello/w/2565725?year=2017&price_id=19042796,3.9,146,"['Italy', 'Calabria', 'Ippolito 1845', 'White wine', 'Greco Bianco']",38540,59.8907,,8.65991,35.5186,0,0,0,0,0,0,361,0,0,121,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,107,17,0,0,209,93,46,0,0,0,12,0,0,153,40,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,659,0,0,0,0,0,0,864,0,590,0,0,['Greco Bianco'],Calabria,Southern Italy White,13,https://images.vivino.com/thumbs/wrDxemvySMi3RuxArTVdgQ_pb_x600.png
Dr. Loosen Riesling Kabinett Blue Slate 2011,White,Mosel,Germany,https://www.vivino.com/dr-loosen-riesling-kabinett-blue-slate/w/1683361?year=2011&price_id=24530159,3.9,144,"['Germany', 'Mosel', 'Dr. Loosen', 'White wine', 'Riesling']",70000,40.2867,,27.9577,85.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,20,22,18,0,5,8,0,5,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,93,0,0,46,0,0,0,0,['100% Riesling'],Mosel,German Riesling,0,https://images.vivino.com/thumbs/PoyKo6AgTu637-qBsAYEVQ_pb_x600.png
Framingham Sauvignon Blanc 2011,White,Marlborough,New Zealand,https://www.vivino.com/framingham-sauvignon-blanc/w/1123133?year=2011&price_id=2754275,3.9,135,"['New Zealand', 'Marlborough', 'Framingham', 'White wine', 'Sauvignon Blanc']",42822,32.8166,,0.94957,79.1479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,7,0,0,0,32,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,25,34,22,0,48,13,0,4,18,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,132,0,0,157,0,0,0,0,['Sauvignon Blanc'],Marlborough,New Zealand Sauvignon Blanc,0,https://images.vivino.com/thumbs/T2fZQgZqQ82ZCJOcPlV6pw_pb_x600.png
Man O' War Exiled 2016,White,Waiheke Island,New Zealand,https://www.vivino.com/man-o-war-exiled/w/1751560?year=2016&price_id=9279067,3.9,134,"['New Zealand', 'Waiheke Island', ""Man O' War"", 'White wine', 'Pinot Gris']",45128,44.3799,,41.013,32.1344,0,0,0,0,0,0,61,0,0,23,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,3,4,6,10,1,0,24,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,66,0,0,38,0,0,0,0,['100% Pinot Gris'],Waiheke Island,New Zealand Pinot Gris,0,https://images.vivino.com/thumbs/3J4l2PBMTCOKdnG1p4eECg_pb_x600.png
Hardys Eileen Hardy Chardonnay 2014,White,Yarra Valley,Australia,https://www.vivino.com/hardys-south-australia-eileen-hardy-chardonnay/w/27784?year=2014&price_id=24530203,3.9,133,"['Australia', 'Yarra Valley', 'Hardys', 'White wine', 'Chardonnay']",250000,56.2324,,16.1546,45.4211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,4,4,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,23,0,0,9,0,0,0,0,['Chardonnay'],Yarra Valley,Australian Chardonnay,0,https://images.vivino.com/thumbs/srrsQaJ8SjKNLgGh1rSF7g_pb_x600.png
Trimbach Pinot Gris Alsace Réserve Personnelle 2007,White,Alsace,France,https://www.vivino.com/trimbach-alsace-pinot-gris-alsace-reserve-personnelle/w/1191381?year=2007&price_id=23467578,3.9,130,"['France', 'Alsace', 'Trimbach', 'White wine', 'Pinot Gris']",110000,46.1509,,25.5856,36.4121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3k,3k,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,567,0,0,0,458,765,0,938,496,85,68,333,2k,745,149,0,0,0,0,0,0,1k,0,199,166,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3022,0,0,7587,0,4245,0,0,['Pinot Gris'],Alsace,Alsace Pinot Gris,0,https://images.vivino.com/thumbs/-en5VJkBTf6pZ9mJHfha2w_pb_x600.png
Domaine Lafage Côté Floral 2015,White,Côtes Catalanes,France,https://www.vivino.com/domaine-lafage-cote-floral/w/1282730?year=2015&price_id=24530360,3.9,121,"['France', 'Côtes Catalanes', 'Domaine Lafage', 'White wine', 'Blend']",25000,38.7217,,6.21921,40.5347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3k,2k,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,0,104,462,930,0,1k,562,80,0,259,1k,441,89,0,0,0,0,0,0,543,0,194,0,0,0,154,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2860,0,0,6677,0,2421,0,0,"['Muscat Blanc', 'Viognier']",Côtes Catalanes,Languedoc-Roussillon White,0,https://images.vivino.com/thumbs/f1nfJpgMQjuR5-e6r8SwkA_pb_x600.png
Montes Chardonnay 2007,White,Casablanca Valley,Chile,https://www.vivino.com/montes-casablanca-valley-chardonnay-casablanca-valley/w/1244627?year=2007&price_id=14650559,3.9,120,"['Chile', 'Casablanca Valley', 'Montes', 'White wine', 'Chardonnay']",40681,64.4844,,44.5343,13.8218,0,0,0,0,0,0,721,0,0,405,0,0,0,0,0,0,0,0,531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,28,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,97,0,0,24,106,137,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1884,0,0,0,415,0,301,0,0,0,0,0,['Chardonnay'],Casablanca Valley,Chilean Chardonnay,0,https://images.vivino.com/thumbs/VFPabd3NQ9GW8KinNmujGg_pb_x600.png
Silver Buckle Chardonnay 2011,White,Lodi,United States,https://www.vivino.com/silver-buckle-chardonnay/w/1768149?year=2011&price_id=2805039,3.9,119,"['United States', 'Lodi', 'Silver Buckle', 'White wine', 'Chardonnay']",32117,85.0,,39.3968,44.7214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,148,0,0,77,160,136,0,136,96,0,23,37,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,584,0,0,766,0,0,494,0,0,0,0,['100% Chardonnay'],Lodi,Californian Chardonnay,0,https://images.vivino.com/thumbs/Z06xFNKMRCCvStJft3qnLQ_pb_x600.png
Errazuriz Max Chardonnay 2018,White,Aconcagua Valley,Chile,https://www.vivino.com/errazuriz-max-chardonnay/w/9050009?year=2018&price_id=24562732,3.9,103,"['Chile', 'Aconcagua Valley', 'Errazuriz', 'White wine', 'Chardonnay']",44000,59.9206,,30.8453,36.2307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,148,0,0,77,160,136,0,136,96,0,23,37,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,584,0,0,766,0,0,494,0,0,0,0,['Chardonnay'],Aconcagua Valley,Chilean Chardonnay,0,https://images.vivino.com/thumbs/Tcqwqhv0Q2uRufwUhRG29Q_pb_x600.png
Domaine Lafage Côté Floral 2013,White,Côtes Catalanes,France,https://www.vivino.com/domaine-lafage-cote-floral/w/1282730?year=2013&price_id=24530358,3.9,93,"['France', 'Côtes Catalanes', 'Domaine Lafage', 'White wine', 'Blend']",25000,38.7217,,6.21921,40.5347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,148,0,0,77,160,136,0,136,96,0,23,37,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,584,0,0,766,0,0,494,0,0,0,0,"['Muscat Blanc', 'Viognier']",Côtes Catalanes,Languedoc-Roussillon White,0,https://images.vivino.com/thumbs/f1nfJpgMQjuR5-e6r8SwkA_pb_x600.png
Manu Sauvignon Blanc 2014,White,Marlborough,New Zealand,https://www.vivino.com/manu-sauvignon-blanc/w/1758323?year=2014&price_id=15542166,3.9,89,"['New Zealand', 'Marlborough', 'Manu', 'White wine', 'Sauvignon Blanc']",32117,29.7483,,,,0,0,0,0,0,0,279,0,0,124,0,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,18,126,80,0,83,21,9,6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,653,0,0,0,322,0,0,218,0,0,0,0,['Sauvignon Blanc'],Marlborough,New Zealand Sauvignon Blanc,0,https://images.vivino.com/thumbs/y0n-bfkoQfCMKYOT7UvFBQ_pb_x600.png
